Company_Id,SCompanyName,FCompanyName,GroupCStaus,ParentCompany,FormerlyCalled,Permissions1,UserStatus,Industry,Sector,SubSector,BusinessDesc,Brands,Country,RegionId_FK,IncorpYear,ListingStatus,StockBSE,StockNSE,IPODate,AddressHead,AddressLine2,City,State,Pincode,AddressCountry,Phone,Fax,Email,Website,LinkedIn,google_fetched_website,Contact Name,Designation,Auditor,rgthcr,Profile_Flag,Added_Date,DealUrl,competitorsListed,competitorsUnListed,otherCompareListed,otherCompareUnListed,FYCount,GFYCount,cvid,CIN,Total_Income_equal_OpIncome
,JCK INFRA PROJECTS ,JCK INFRA PROJECTS LIMITED,Standalone,,,Non-Transacted,0,27,571,,Real Estate Activities With Own Or Leased Property,,113,,1974,Listed,,,,"No 309-310, 1st Floor ",,43,12,560052,113, 91 80 4147 2985,,investors@jkcgroup.in,http://www.jkcgroup.in ,,,Sunil Kapur,Managing Director,,,,,,,,,,,,,U70200KA1974PLC002524,
,RELSTRUCT BUILDCON ,RELSTRUCT BUILDCON LIMITED,Standalone,,,Non-Transacted,0,6,223,,Construction Of Buildings,,113,,2014,Listed,,,,"901/902, 9th Floor, Atlanta Centre",,67,15,400063,113,+91 22 30641823,+91 22 30641600,mbd@mnclgroup.com,www.mnclgroup.com,,,Hemendra Haridas Mapara,Managing Director,,,,,,,,,,,,,U70200MH2014PLC254148,
,PRABHAT TELECOMS (INDIA) ,PRABHAT TELECOMS (INDIA) LIMITED,Standalone,,,Non-Transacted,0,13,506,,"Manufacture Of Telephone And Facsimile Equipment, Including Telephone Answering Machines, Pbx",,113,,2007,Listed,,,,"2, Geetanjali Apartments, Manchhu Bhai Road",,67,15,400097,113,+91-22-40676000,+91-22-40676042,investors@prabhatgroup.net,www.prabhattelecoms.com,,,Vishwamani Matamani Tiwari,Managing Director,,,,,,,,,,,,,U72100MH2007PLC169551,
,KALS INFORMATION SYSTEMS ,KALS INFORMATION SYSTEMS LIMITED,Standalone,,,Non-Transacted,0,12,8,,"Computer Programming, Consultancy And Related Activities",,113,,1993,Listed,,,,"4/1, Rudra Chambers",,43,12,560003,113,91-80-42628200,91-80-42628204,srini@kalsinfo.com,www.kalsinfo.com,,,K Srinivasan,Managing Director,,,,,,,,,,,,,U72200KA1993PLC014303,
,QUICK HEAL TECHNOLOGIES ,QUICK HEAL TECHNOLOGIES LIMITED,Standalone,,,Non-Transacted,0,12,8,,"Computer Programming, Consultancy And Related Activities",,113,,1995,Listed,,,,Marvel Edge Office No. 7010 C & D,,70,15,411014,113,(91 20) 6681 3232,,cs@quickheal.com,www.quickheal.com,,,Sanjay Sahebrao Katkar,Managing Director,,,,,,,,,,,,,U72200MH1995PLC091408,
,SAGARSOFT (INDIA) ,SAGARSOFT (INDIA) LIMITED,Standalone,,,Non-Transacted,0,12,8,,"Computer Programming, Consultancy And Related Activities",,113,,1996,Listed,,,,Plot No 111,,3,1,500033,113,4023543811,040 23543811,jagadeesh@sagarsoft.in,www.sagarsoft.in,,,M Jagadeesh,Managing Director,,,,,,,,,,,,,U72200TG1996PLC023823,
,PANSARI DEVELOPERS ,PANSARI DEVELOPERS LIMITED,Standalone,,,Non-Transacted,0,6,223,,Construction Of Buildings,,113,,1996,Listed,,,,"14, N. S. Road",,109,28,700001,113,033-40050500/04,033-22316158,info@pansaridevelopers.com,www.pansaridevelopers.com,,,Mahesh Kumar Agarwal,Managing Director,,,,,,,,,,,,,U72200WB1996PLC079438,
,NINTEC SYSTEMS ,NINTEC SYSTEMS LIMITED,Standalone,,,Non-Transacted,0,12,8,,"Computer Programming, Consultancy And Related Activities",,113,,2015,Listed,,,,"B-11, Corporate House",,23,7,380054,113,079-40393909,,cs@nintecsystems.com,www.nintecsystems.com,,,Niraj Chhaganraj Gemawat,Managing Director,,,,,,,,,,,,,U72900GJ2015PLC084063,
,VEERAM ORNAMENTS ,VEERAM ORNAMENTS LIMITED,Standalone,,,Non-Transacted,0,9,573,,"Manufacture Of Jewellery Of Gold, Silver And Other Precious Or Base Metal Metal Clad With Precious Metals Or Precious Or Semi-Precious Stones, Or Of Combinations Of Precious Metal And Precious Or Semi-Precious Stones Or Of Other Materials",,113,,2011,Listed,,,,"Shop No. 2, Naroda Pride",,23,7,382350,113,079- 22812568,,info@veeramornaments.com,www.veeramornaments.com,,,Mahendrabhai Ramniklal Shah,Managing Director,,,,,,,,,,,,,U74110GJ2011PLC064964,
,CROWN LIFTERS ,CROWN LIFTERS LIMITED,Standalone,,,Non-Transacted,0,16,205,,Renting And Operational Leasing Of Construction And Civil-Engineering Machinery And Equipment Without Operator,,113,,2002,Listed,,,,"104, Raheja Plaza, Shah Industrial Estate,",,67,15,400053,113,+91 22 26742122/ 2829,,admin@crownlifters.com,www.crownlifters.com,,,Karim Kamruddin Jaria,Managing Director,,,,,,,,,,,,,U74210MH2002PLC138439,
,KHEMANI DISTRIBUTORS & MARKETING ,KHEMANI DISTRIBUTORS & MARKETING LIMITED,Standalone,,,Non-Transacted,0,16,205,,Other Non-Specialised Wholesale Trade N.E.C.,,113,,2011,Listed,,,,"Survey No, 187, Plot No. 1 To 4",,32,7,394210,113,+91-261-2905031,+91-261-2905031,investors@khemanigroup.net,www.khemanigroup.net,,,Vijay Kumar Khemani,Managing Director,,,,,,,,,,,,,U74300GJ2011PLC063520,
,SHEELA FOAM ,SHEELA FOAM LIMITED,Standalone,,,Non-Transacted,0,7,485,,Manufacture Of Mattresses And Pillows,,113,,1971,Listed,,,,"C-55, Preet Vihar",,20,33,110092,113,011-2202 6875,011 2202 6876,iquebal.ahmad@sheelafoam.com,www.sheelafoam.com,,,Rahul Gautam,Managing Director,,,,,,,,,,,,,U74899DL1971PLC005679,
,HPL ELECTRIC & POWER ,HPL ELECTRIC & POWER LIMITED,Standalone,,,Non-Transacted,0,13,506,,"Manufacture Of Electricity Distribution And Control Apparatus (Electrical Apparatus For Switching Or Protecting Electrical Circuits (E.G. Switches, Fuses, Voltage Limiters, Surge Suppressors, Junction Boxes Etc.) For A Voltage Exceeding 1000 Volts; Simila",,113,,1992,Listed,,,,"S 4, 2nd Floor, 'amar Sindhur' 43, Pantheon Road, Egmore, Chennai, Tamil Nadu 600008",,20,33,110002,113,9111-23234411,9111-23232639,hplcs@hplindia.com,www.hplindia.com,,,Lalit Seth,Managing Director,,,,,,,,,,,,,U74899DL1992PLC048945,
,LANCER CONTAINERS LINES ,LANCER CONTAINERS LINES LIMITED,Standalone,,,Non-Transacted,0,18,622,Freight,Cargo Handling Incidental To Water Transport,,113,,2011,Listed,,,,"26/27, Arenja Tower C H S Ltd.",,132,15,400614,113,+91 22 27566940/41/42,+91 22 27566939,info@lancermarine.in,www.lancermarine.in,,,Abdul Khalik Chataiwala,Managing Director,,,,,,,,,,,,,U74990MH2011PLC214448,
,VANTAGE KNOWLEDGE ACADEMY ,VANTAGE KNOWLEDGE ACADEMY LIMITED,Standalone,,,Non-Transacted,0,4,464,,Professional Examination Review Courses,,113,,2013,Listed,,,,"37, 5th Floor, Dhan Bhuvan No. 1",,67,15,400002,113,022-65656598,,rajesh.dedhia@vantagein.co.in,www.vantagein.co.in,,,Mr. Rajesh Chapshi Dedhia,Chairman,,,,,,,,,,,,,U80301MH2013PLC249016,
,SYLPH EDUCATION SOLUTIONS ,SYLPH EDUCATION SOLUTIONS LIMITED,Standalone,,,Non-Transacted,0,4,475,,Educational Support Services,,113,,2010,Listed,,,,"St 4, 22 Press Complex",,60,14,452008,113,+91-731-2571451-52,+91-731-2571451,info@sylphedu.com,www.sylphedu.com,,,Anjali Batreja,CFO,,,,,,,,,,,,,U80302MP2010PLC023011,
,MAX INDIA ,MAX INDIA LIMITED,Standalone,,,Non-Transacted,0,16,228,,Activities Of Holding Companies,,113,,2015,Listed,,,,"419, Bhai Mohan Singh Nagar",,446,21,144533,113,01881-462000,01881-273607,vkrishnan@maxindia.com,www.maxindia.com,,,Mohit Talwar,Managing Director,,,,,,,,,,,,,U85100PB2015PLC039155,
,MAX VENTURES AND INDUSTRIES ,MAX VENTURES AND INDUSTRIES LIMITED,Standalone,,,Non-Transacted,0,2,237,Financial Services,"Other Financial Service Activities, Except Insurance And Pension Funding Activities",,113,,2015,Listed,,,,"419, Bhai Mohan Singh Nagar",,446,21,144533,113,01881-462000/462001,01881-273607,alok.goel@maxvil.com,www.maxvil.com,,,Sahil Vachani,Managing Director,,,,,,,,,,,,,U85100PB2015PLC039204,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,
