Company_Id,SCompanyName,FCompanyName,GroupCStaus,ParentCompany,FormerlyCalled,Permissions1,UserStatus,Industry,Sector,SubSector,BusinessDesc,Brands,Country,RegionId_FK,IncorpYear,ListingStatus,StockBSE,StockNSE,IPODate,AddressHead,AddressLine2,City,State,Pincode,AddressCountry,Phone,Fax,Email,Website,LinkedIn,google_fetched_website,GroupCStaus,ParentCompany,FormerlyCalled,Permissions1,UserStatus,Industry,Sector,SubSector,BusinessDesc,Brands,Country,RegionId_FK,IncorpYear,ListingStatus,StockBSE,StockNSE,IPODate,AddressHead,AddressLine2,City,State,Pincode,AddressCountry,Phone,Fax,Email,Website,LinkedIn,google_fetched_website,Contact Name,Designation,,rgthcr,Profile_Flag,Added_Date,DealUrl,competitorsListed,competitorsUnListed,otherCompareListed,otherCompareUnListed,FYCount,GFYCount,cvid,CIN,Total_Income_equal_OpIncome
,,,,,,,,,,,,,,,1987,Listed,,,,33,,395,28,734005,113,0353- 2501808/ 2501973/ 2501124  ,0353- 2521619  ,bansisonstea@gmail.com,www.bansisonstea.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1976,Listed,,,,Dohad Road,,396,22,327001,113,02962- 257676 /257677 /257678 /257679 /257680 /257681 /240690 /240691 /240693,02962- 240692,secbsw@banswarafabrics.com,www.banswarasyntex.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2010,Listed,,,,"Plot No.32, Sector-2 ",,513,7,370201,113,,,info@bapus.com ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1999,Listed,,,,"202, Royal View",,10,3,781007,113,+91-361-2464670 2464671   ,-2464942,ipo@barakcement.com,www.barakcement.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,"3a, Ripon Strret",,109,28,700016,113,91-033-22292983,91-033-22292976,duars@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1961,Listed,,,,Ramavaram P.O.,,443,1,507118,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1961,Listed,,,,Vithal,,26,7,388121,113,02692- 37320 38721   ,02692- 36574  ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,Survey No 65-66,,33,7,391520,113,0265- 2334453 23302667 2417840 5599282 ,0265- 2334453 2333853 ,,www.barodaextrusion.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1958,Listed,,,,Fatehnagar,,32,7,394220,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1996,Listed,,,,"1-8-313, 4th Floor",,3,1,500003,113,040 32492514,,baroninfo@gmail.com,www.baroninfotech.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,Survey Number 351,,332,1,501401,113,,,info@bartronics.com,www.bartronics.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,Plot No 13/2,,397,15,444001,113,0724-2426321,0724-2426325,basantagro_investorsgrievance@hotmail.com,www.basantagro.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,"912, Indraprakash Building",,19,33,110001,113,91-011-23730525,,corporate@blsgroup.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1943,Listed,,,,"3rd Floor, Vibgyor Towers",,67,15,400098,113,022 66618000,,"manohar.kamath@basf.com, investor-grievance-india@basf.com",www.india.basf.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,6-2-913/914 Sixth Floor ,,3,1,500004,113,040- 23331234 / 35 ,040- 23331244 / 55,vbcflcs@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1931,Listed,,,,"6 A,",,109,28,700013,113,033-3980 2001 / 2012 / 2013 / 2023,033-2289 5748 / 5859 ,share.dept@bata.co.in,www.bata.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1919,Listed,,,,130,,109,28,700007,113,91-033-22696447,91-033-22688587,kolkata@mldgroup.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,#126,,3,1,500073,113,91-040-3746129/3746760/3754019/3754020/21/22 ,91-040-3754025  ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1941,Listed,,,,Bharat House,,67,15,400001,113,91-022-66378200    ,91-022-22675601  ,legal@batliboi.com,www.batliboi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2002,Listed,,,,"301, 3rd Floor, M. S. Chambers",,19,33,110092,113,,,Bawa@vsnl.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,1 British Indian Street,,109,28,700069,113,,,mmco@mmcoca.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1958,Listed,,,,Bayer House,,67,15,400607,113,022 2531 1234,022 2545 5063,nilesh.limaye@bayercropscience.com,www.bayer.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1980,Listed,,,,"Gauri Business Centre, Shantiniketan",,109,28,700017,113,91-033-22820232,91-033-22820232,gbc_kol17@yahoo.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2008,Listed,,,,"7a/39, Wea Channa Market",,19,33,110005,113,91-011-47532792/95,91-011-47532798,info@bonlongroup.com,www.bcpowercontrols.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2005,Listed,,,,Level 9 (Unit 801),,67,15,400098,113,,,manish@bcbfinance.com,www.bcbfinance.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,"4 Km , Swarghat Road",,41,9,174101,113,01795 - 223199 / 223157   ,01795 - 222992  ,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1967,Listed,,,,Bombay Footwear Building,,67,15,400088,113,,,dpghosh@bclfmail.com,www.bclfmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1976,Listed,,,,Hazi Rattan Link Road,,309,21,151005,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,"27, Biplabi Trailokya Maharaj Sarani",,109,28,700001,113,,,info@birdhichand.in,www.birdhichand.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,Nair Baug,,67,15,400101,113,022-28871370/28870834   ,022-28868349  ,investor.bdh@mtnl.net.in,www.bdhind.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2010,Listed,,,,"31, Jangpura Road",,19,33,110014,113,+91 01126477771,011 24377204,info@bdrbuildcon.com,www.bdrbuildcon.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1936,Listed,,,,47 Graemes Road ,,88,24,600006,113,044-28293296/28290901,044-28290391,ho@beardsell.co.in,www.beardsell.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,"Sco 1, Ff, Tulip Plaza",,82,21,140603,113,,,info@beckons.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,A 32,,69,15,422103,113,91–2551–240481/631/068/069,91–2551–240482,cs@bedmutha.com,www.bedmutha.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,266,,67,15,400030,113,91 22 2430 7709/ 4665,91 22 2430 3716,investors@beeelectronic.com,www.beeelectronic.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1975,Listed,,,,"S P-825, Road No.14, ",,85,22,302013,113,033-32619344,,Email@beekayniryat.co.in,www.beekayniryat.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,"Lansdowne Towers, 4th Floor",,109,28,700020,113,91-033-30514444,91-033-22833322,contact@beekaysteel.com,www.beekaysteel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,Fulhara (Bhimgachh),,109,28,733207,113,033- 22809267 /22809268 /22809269 /22407162 / 22477770 ,033- 22809270  ,info@beeyuoverseas.in,www.beeyuoverseas.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1957,Listed,,,,P. O. Harigaon,,301,15,413718,113,,,belapur.inds@gmail.com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1982,Listed,,,,132/1 Mahatma Gandhi Road,,109,28,700007,113,91-033-22695791,,accounts.cal@kaveri.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,"Xth Central Mall, Shop No. 21",,67,15,400067,113,     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,Dora Village ,,247,7,392230,113,"+91–2641–235151, 235153",+91–2641–235160,,www.bellceramic.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1996,Listed,,,,"E-102, 103, E P I P",,85,22,302022,113,"+91-0141-06500271, 277",,cs@bellacasa.in,www.bellacasa.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,S-10/11,,229,12,583101,113,+91-8392- 261201 (4 lines),-268414,bsalbly@sancharnet.in / bsalbly@bsal.in,www.bsal.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,16 Netaji Subhash Road,,109,28,700001,113,033-22305185,.33-22305185,ngc.narendra@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1957,Listed,,,,Udyambag Industrial Estate,,237,12,590008,113,"0831-4219000, 2441980",0831- 2441263  ,isc@bemcohydraulics.net,www.bemcohydraulic.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1964,Listed,,,,B E M L Soudha,,43,12,560027,113,10.00000135,,mmoffice@sales.beml.co.in,www.bemlindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1971,Listed,,,,Nadesar Palace Compound,,104,27,221002,113,-6660452,,,www.benareshotelslimited.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1947,Listed,,,,"Link House, 4th Floor ",,19,33,110002,113,91-011-23311112-5/41011116,91-011-23716607,dswain@jkmail.com,www.bengalassam.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1947,Listed,,,,"Trinity Plaza, ",,109,28,700046,113,,,kkg@hul.net.in,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,"45, Shakespeare Sarani",,109,28,700017,113,91 33 2283 6416/17,91 33 2283 6416/17,investor@bengaltea.com,www.bengaltea.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,"Bhansali House, A - 5",,67,15,400053,113,91-022-26731779    ,91-022-26731796  ,bentleycomercial@gmail.com,www.bentleycommercialent.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,"5, Welcome Shopping Centre",,33,7,390007,113,0265- 6623302/2342395   ,,info@benzopetro.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1923,Listed,,,,Berger House,,109,28,700017,113,033 2249 9754-58,"033 2227 7288, 22299724 / 28",consumerfeedback@bergerindia.com,www.bergerpaints.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,607,,19,33,110001,113,"011- 23353697, 23352877, 23350249, 23352898 ",011- 23350245  ,,www.bervin.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,133,,60,14,452001,113,07292- 5065375    ,07292- 503295  ,beryldrugs25@yahoo.com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,43-44,,60,14,452001,113,"0731- 3046367, 3046366   ",-- ,sinhadk133@yahoo.com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1928,Listed,,,,5/2 Russel Street ,,109,28,700071,113,,,bansalroc@gmail.com ,www.bescorealtors.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1956,Listed,,,,28 Industrial Estate,,88,24,600098,113,-30514553,46.13952497,investorsgrievance@bestcrompton.com.,www.bestcrompton.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1943,Listed,,,,401,,67,15,400002,113,022-22078292 / 22078191   ,022-22061324  ,booking@ushaascot.com,www.ushaascot.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1988,Listed,,,,408 / 409,,60,14,452001,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,K L R Building,,89,24,641009,113,0422- 6554960    ,-- ,bk_invest@yahoo.com,www.betainvestments.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,No 24,,88,24,600003,113,     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1987,Listed,,,,"504, Trividh Chamber",,32,7,395002,113,0261 2328902,0261 2334189,bilshare@yahoo.com,www.betexindia.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2009,Listed,,,,"Mundhwa, Pune Cantonment",,70,15,411036,113,(020)26822552 / 67042300 / 67042800,(020) 26823061,bfinvestment@vsnl.net,www.kalyanigroup.com/BFI.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2000,Listed,,,,Mundhwa,,70,15,411036,113,020- 26822552 / 67042300,020- 26823061  ,bfutilitiesltd@vsnl.net,www.bfutilities.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,"1,tara Nagar,",,85,22,302006,113,,,bfldevelopers@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,"B-13, L.g.f",,19,33,110024,113,,91-0120-4227791,bgilfilms@bgilinfo.com,www.bgilfilms.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,A-5 Pannamgadu Industrial Estate,,4,24,524401,113,044-2794 8249,044-2794 8249,investors@bgrenergy.com,www.bgrcorp.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1945,Listed,,,,54,,19,33,110001,113,3325313,11-332139,bipgroup@vsnl.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1974,Listed,,,,Banawas Khetrinagar,,398,22,333504,113,01593- 221478 221479 221980  ,01593- 221477  ,bhagwatigases@gmail.com,www.bhagawatigases.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1972,Listed,,,,Plot No 5,,36,8,121004,113,,,Investor.relation.bol@gmail.com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,"1002, Topiwala Centre",,67,15,400062,113,,,info@bhageriagroup.com,www.bhageriagroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1976,Listed,,,,"Bhagheeratha Residency,   2nd & 3rd Floor",,52,13,682018,113,0484 2397906 to 07,0484 2397983,info@belkochi.com,www.bhagheeratha.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,8-2-269 / S / 3 / A  ,,3,1,500034,113,040- 23608083,040- 23540444  ,info@bhagirad.com,www.bhagirad.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1982,Listed,,,,New No. 54 (Old No. 61),,88,24,600001,113,044- 42113801/42136279/25233049/25261865 ,044- 25223644  ,bml@vsnl.net,www.metal-bml.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,228/a A.j.c.bose Road,,109,28,700020,113,91-033-22872534,,mmco@mmcoca.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,Survey No 816,,23,7,382220,113,91-02714-232066  ,91-02714-232988  ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,20,,67,15,400023,113,022- 2642249 2642267 2642268  ,022- 2675196  ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1943,Listed,,,,31 Netaji Subhas Road,,109,28,700001,113,91-033-22306831,91-033-22434772,occl@cal2.vsnl.net.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1947,Listed,,,,135,,109,28,700001,113,033-22133069,033-22135140,bhuwalkagaurav@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,Surya Towers,,3,1,500003,113,040- 27845119 / 27841198 / 44665700  ,040- 27818868  ,investorservices_bil@surana.com / cs@surana.com ,www.bhagyanagarindia.com / www.surana.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,"1st Floor , Kumar Capital",,70,15,411001,113,020 - 30528888,,kushal.shah@kumarworld.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1974,Listed,,,,"3rd Floor, Orbit Terraces",,67,15,400013,113,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,Warden House,,67,15,400008,113,022-23084801,022-23077231,cosec@bhairaventerprises.com,www.bhairaventerprisesltd.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,C-4 Gillandar House,,109,28,700001,113,91-033-22429140,91-033-22427286,kothari_company@rediffmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2005,Listed,,,,"2201, Dhavalgiri",,67,15,400036,113,-40500031,-40500081,investor@bhalchandram.com,www.bhalchandram.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,Bhandari House ,,80,21,141007,113,0- 88720-16410,0161- 2690394  ,bhandari@bhandariexport.com,www.bhandariexport.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2004,Listed,,,,"B/12, Jabuka Complex, Near Bajrang Ashram,below Vikas School",,23,7,382350,113,+91 - 79 - 2283 0245,+91 - 79 - 2283 0245 ,bhanderiinfracon@gmail.com,www.bhanderiinfracon.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1976,Listed,,,,"310-311, Bhanot Corner-1",,19,33,110048,113,91-011-41635473,91-011-26239346,bhanotgroup@gmail.com,www.bhanotgroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,A 5,,67,15,400053,113,022- 26731779-85,022- 26731796  ,abstron@bhansaliabs.com & Investors@bhansaliabs.com,www.bhansaliabs.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,Bharat Fertiliser House,,67,15,400023,113,022- 22835547 / 26114923 / 26152214  ,022- 22022173 / 26114924 ,ydpbfil@vsnl.com,www.bharatrealty.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,503,,19,33,110001,113,011-49800900,011-49800933,commodities@bharatbhushan.com,www.bbinvestments.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1946,Listed,,,,"Electric Mansion, 6th Floor",,67,15,400025,113,022-24306237,022-24370624,investorcare@bharatbijlee.com,www.bharatbijlee.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1954,Listed,,,,Outer Ring Road,,43,12,560045,113,080-2503 9300,080-2503 9233,secretary@bel.co.in,www.bel-india.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1961,Listed,,,,Mundhwa,,70,15,411036,113,91-20-6704 2476 ,91-20-2682 2163  ,secretarial@bharatforge.com,www.bharatforge.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1971,Listed,,,,20 K M Mathura Road,,36,8,121003,113,-38,-38.99999956,investor@bglindia.com,www.bharatgears.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1964,Listed,,,,B H E L House,,19,33,110049,113,011-66337000  (15 Lines) ,011-26493021,shareholderquery@bhel.in,www.bhel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,Village Chola Dist,,403,27,203203,113,05732-238758 / 238759 / 238760 / 238761 / 62 / 63 ,05732-238757 / 224801 ,complianceofficer_bibcol@yahoo.com.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,"40-41, Community Centre",,19,33,110025,113,,,bharat.growth@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1945,Listed,,,,Kundan Kunj,,162,7,364001,113,02832-2565114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1942,Listed,,,,"Second Floor, 9-10, Express Building ",,19,33,110002,113,,,bharatnidhi1@gmail.com ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1952,Listed,,,,Bharat Bhavan,,67,15,400001,113,022-2271 3170 / 2271 3435 ,022-2271 3688,info@bharatpetroleum.in,www.bharatpetroleum.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,"1501, Vikram Tower",,19,33,110008,113,,,investors.brl@bharatgroup.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,D - 188,,19,33,110020,113,011- 26811958 / 26811968,011- 26811676  ,investor_relations@bharatseats.net,www.bharatseats.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,"994, Satyavedu Road",,88,24,601201,113,     ,,ajeet@bharatcanvas.com,www.bharattarpaulin.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
